Theta (degrees),Raw Intensity,Model Baseline,Corrected Net Intensity
4.705,224629.2344,225682.74682920196,-1053.5124292019755
4.725,224756.7188,224808.8766842443,-52.157884244283196
4.745,223007.8281,223944.8472146757,-937.0191146756988
4.765,222222.2188,223090.5224370606,-868.3036370605987
4.785,221741.4375,222245.76866163555,-504.3311616355495
4.805,220628.4063,221410.45444457416,-782.0481445741607
4.825,220280.2656,220584.45054143906,-304.18494143904536
4.845,219451.5156,219767.62986178702,-316.1142617870064
4.865,219330.4219,218959.86742489345,370.55447510653175
4.885,217714.3281,218161.0403165651,-446.7122165650944
4.905,217556.7656,217371.02764700822,185.7379529917962
4.925,217053.5313,216589.7105097249,463.82079027511645
4.945,215705.3906,215816.97194140518,-111.58134140516631
4.965,215368.9688,215052.69688278998,316.2719172100187
4.985,215403.8125,214296.77214047487,1107.0403595251264
5.005,213832.6406,213549.08634963064,283.5542503693723
5.025,213295.2031,212809.529937614,485.67316238602507
5.045,212616.8906,212077.99508844275,538.8955115572608
5.065,211890.2344,211354.37570811438,535.8586918856017
5.085,211663.125,210638.56739074146,1024.5576092585397
5.105,210350.375,209930.46738548402,419.9076145159779
5.125,209803.25,209229.97456425603,573.2754357439699
5.145,209737.7656,208536.9893901849,1200.7762098151143
5.165,209254.7188,207851.41388680387,1403.3049131961307
5.185,209228.875,207173.15160795723,2055.723392042768
5.205,208590.875,206502.1076083999,2088.767391600093
5.225,206103.7031,205838.1884150717,265.5146849283192
5.245,206560.9375,205181.30199902857,1379.6355009714316
5.265,206382.2656,204531.35774801488,1850.9078519851319
5.285,205440.7188,203888.2664396567,1552.4523603433045
5.305,204780.3594,203251.94021526285,1528.4191847371403
5.325,204772.8281,202622.2925542157,2150.5355457843107
5.345,203675.5469,201999.23824893692,1676.3086510630674
5.365,202039.9531,201382.6933804135,657.2597195865237
5.385,203221.1406,200772.57529426905,2448.5653057309682
5.405,202426.8281,200168.80257736574,2258.0255226342706
5.425,201626.0781,199571.29503492505,2054.7830650749675
5.445,200515.375,198979.97366815142,1535.4013318485813
5.465,200324.7813,198394.76065234843,1930.020647651574
5.485,199174.8125,197815.5793155123,1359.2331844877044
5.505,198325.875,197242.35411739387,1083.520882606128
5.525,197950.9063,196675.0106290138,1275.8956709862105
5.545,198164.2031,196113.4755126214,2050.727587378613
5.565,196997.9219,195557.67650208666,1440.245397913328
5.585,196303.625,195007.54238371187,1296.0826162881276
5.605,195267.5781,194463.0029774555,804.5751225445129
5.625,194271.9844,193923.98911855614,347.99528144384385
5.645,194550.125,193390.43263954658,1159.692360453424
5.665,193371.5469,192862.2663526496,509.28054735038313
5.685,192663.1563,192339.4240325454,323.7322674546158
5.705,192761.1719,191821.84039950024,939.3315004997421
5.725,191925.4219,191309.45110285087,615.9707971491152
