Theta (degrees),Raw Intensity,Model Baseline,Corrected Net Intensity
4.705,251363.1875,252840.01732879953,-1476.8298287995276
4.725,251216.2813,251877.66050057273,-661.37920057273
4.745,249257.5625,250923.54054951467,-1665.9780495146697
4.765,247839.9688,249977.555469888,-2137.586669887998
4.785,247029.7188,249039.60495280716,-2009.8861528071575
4.805,247409.0625,248109.59035092485,-700.5278509248456
4.825,246516.4375,247187.4146439953,-670.9771439952892
4.845,245851.8438,246272.98240529175,-421.13860529175145
4.865,245041.6875,245366.19976885125,-324.51226885124925
4.885,244099.7813,244466.97439752473,-367.19309752472327
4.905,242579.9844,243575.21545180856,-995.2310518085724
4.925,242123.3281,242690.83355943553,-567.505459435517
4.945,241624.0,241813.74078570344,-189.74078570344136
4.965,240390.5156,240943.85060452158,-553.335004521563
4.985,240125.4063,240081.07787015327,44.32842984673334
5.005,237893.125,239225.33878963676,-1332.213789636764
5.025,236783.7969,238376.55089586406,-1592.75399586407
5.045,237096.3594,237534.6330213004,-438.27362130041
5.065,235620.0781,236699.5052723267,-1079.4271723266866
5.085,235436.6563,235871.08900418654,-434.43270418653265
5.105,234959.9844,235049.30679652304,-89.32239652305725
5.125,234345.3906,234234.08242948816,111.30817051185295
5.145,233586.0469,233425.34086040902,160.7060395909648
5.165,232768.75,232623.0082009964,145.74179900359013
5.185,231817.0625,231827.01169508128,-9.949195081280777
5.205,230613.625,231037.27969686384,-423.6546968638431
5.225,230609.75,230253.7416496625,356.0083503375063
5.245,228805.5,229476.3280651488,-670.8280651487876
5.265,228429.6563,228704.97050305636,-275.3142030563613
5.285,227973.625,227939.60155134933,34.02344865066698
5.305,226831.2031,227180.1548068407,-348.9517068406858
5.325,227031.875,226426.56485624614,605.3101437538571
5.345,226435.2969,225678.76725766453,756.5296423354594
5.365,225570.3594,224936.6985224714,633.6608775286004
5.385,225117.0781,224200.29609761707,916.7820023829408
5.405,224694.3125,223469.49834831664,1224.8141516833566
5.425,223823.7813,222744.244541124,1079.5367588759982
5.445,223088.1406,222024.4748273778,1063.6657726222184
5.465,222130.3438,221310.13022701183,820.2135729881702
5.485,221488.3438,220601.152612719,887.191187281016
5.505,221014.4688,219897.48469446076,1116.9841055392462
5.525,219578.3125,219199.0700043129,379.2424956870964
5.545,219451.3125,218505.85288163932,945.4596183606773
5.565,218210.7031,217817.77845858567,392.92464141434175
5.585,218607.5781,217134.79264588404,1472.7854541159759
5.605,217044.6094,216456.84211896264,587.7672810373479
5.625,217332.5469,215783.8743043508,1548.672595649201
5.645,215645.2031,215115.83736637348,529.3657336265314
5.665,215631.4688,214452.6801941275,1178.7886058725126
5.685,213937.3594,213794.35238873278,143.00701126721106
5.705,214007.5625,213140.8042508516,866.7582491484063
5.725,212957.4375,212491.9867684695,465.4507315304945
5.745,212670.875,211847.85160493135,823.0233950686525
5.765,211679.0625,211208.3510872267,470.711412773293
5.785,211274.8281,210573.43819451795,701.3899054820649
5.805,210688.2188,209943.0665469054,745.1522530945949
5.825,209981.4688,209317.19039442448,664.2784055755183
5.845,208863.4375,208695.76460626797,167.67289373202948
5.865,208814.9063,208078.74466022945,736.1616397705511
5.885,207903.625,207466.0866323618,437.5383676381898
5.905,207426.25,206857.74718684543,568.5028131545696
5.925,206405.3594,206253.6835660625,151.67583393747918
5.945,206803.6719,205653.85358087084,1149.8183191291464
5.965,205588.9531,205058.21560107378,530.7374989262316
5.985,204016.9375,204466.72854608105,-449.7910460810526
6.005,205370.4063,203879.3518757565,1491.0544242435135
6.025,204010.7188,203296.04558144757,714.6732185524306
6.045,203048.8594,202716.77017719328,332.0892228067096
6.065,202110.2656,202141.48669110626,-31.221091106242966
6.085,201974.9531,201570.15665692437,404.7964430756401
6.105,201833.9375,201002.74210572854,831.1953942714608
6.125,200939.4063,200439.205557823,500.20074217699585
6.145,200684.4063,199879.51001477375,804.8962852262484
6.165,200622.3906,199323.6189516025,1298.7716483975237
6.185,198609.1719,198771.49630913144,-162.32440913145547
6.205,199203.9219,198223.10648647664,980.815413523349
6.225,198077.7813,197678.41433368585,399.36696631414816
6.245,198242.6094,197137.38514451773,1105.2242554822587
6.265,197319.5625,196599.98464935945,719.5778506405477
6.285,198677.2969,196066.17900827972,2611.1178917202633
6.305,198807.4688,195535.93480421373,3271.5339957862743
6.325,197955.1719,195009.21903627733,2945.9528637226613
6.345,198217.9844,194485.99911320835,3731.9852867916343
