Peak Name,Peak Center (Theta),Tilt Angle (Chi),FWHM (deg),Net Height,Net Area (cts deg),Isotropic Base,Area/Base Ratio
Calcite (104) Single Crystal Peak,17.455032649338794,2.768782649338794,4.1325491557433365,2655872.890922196,11682191.922966117,331074.20920821815,35.285720234459546
